scope,outcome,n_regions,n_splits,mean_train_rho_cyc,mean_outcome,pearson_rho_cyc,pearson_p,spearman_rho_cyc,spearman_p,partial_beta_rho_cyc
group=expert;aspect=helpful,test_error_rate,20,1,0.006482140297953125,0.2883754803735371,-0.36645139227184526,0.11202514604061721,-0.33684210526315783,0.1464329432946607,0.1795299304961972
group=expert;aspect=helpful,test_calibration_abs_error,20,1,0.006482140297953125,0.018721616784645075,0.04048223387814855,0.8654398522871807,0.1744360902255639,0.4620108862392819,0.15322638668656025
group=expert;aspect=helpful,test_pair_calibration_mae,20,1,0.006482140297953125,0.031011708123146096,0.3699829409707016,0.10834978012882729,0.29774436090225564,0.20231998601897422,0.8581765971744125
group=expert;aspect=helpful,test_majority_edge_error,20,1,0.006482140297953125,0.0,,,,,
group=expert;aspect=overall,test_log_loss,20,1,0.005828834788421654,0.5758195092578593,-0.4106421151920676,0.07209895911009835,-0.5037593984962406,0.02353803922116817,0.0623731334439393
group=expert;aspect=overall,test_brier,20,1,0.005828834788421654,0.19505229538274343,-0.41695713350114016,0.06740628763755399,-0.5037593984962406,0.02353803922116817,0.06128694610705839
group=expert;aspect=overall,test_error_rate,20,1,0.005828834788421654,0.2923686696305133,-0.45382392995504034,0.0444431689055015,-0.5894736842105263,0.006233369103076906,0.02438650039330136
group=expert;aspect=overall,test_calibration_abs_error,20,1,0.005828834788421654,0.020192245880602352,0.33737880175800244,0.14575037830627172,0.306766917293233,0.18832319847855758,0.13848249739097862
group=expert;aspect=overall,test_pair_calibration_mae,20,1,0.005828834788421654,0.0289879972519544,0.4075248196662147,0.07450351305136538,0.42556390977443603,0.06138492007540436,0.25632272073864903
group=expert;aspect=overall,test_majority_edge_error,20,1,0.005828834788421654,0.017945205479452057,-0.19497689833436135,0.4100712207476549,-0.25860727100631337,0.2709312922123217,0.08331933673342569
group=expert;aspect=truthful,test_log_loss,20,1,0.03095797945561344,0.5906900862520501,0.4398638806132558,0.052291281500597725,0.2571428571428572,0.27375050350001584,-0.11832680605317521
